Business,Email,Email type,Phone (international),Website,Industry,Address,Postcode,City,Currently tagged venue,Walk to tagged venue (min),Tagged venue: booking status,Tagged venue: open after-work slots,Tagged venue: earliest slot,Haggerston Park: status,Best bookable alternatives nearby
Current Cafe,hello@currentcafe.co.uk,openstreetmap_tag,+44 7909 661731,https://www.currentcafe.co.uk/,amenity: cafe,"Harrow Place 6, London",E1 7DB,London,Whitechapel,20,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Grain Kitchen,info@grainkitchen.co.uk,general,+44 20 7377 8586,https://www.grainkitchen.co.uk/,amenity: cafe,"Harrow Place 13, London",E1 7DB,London,Whitechapel,20,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
1947 Restaurant & Bar,info@1947restaurant.co.uk,openstreetmap_tag,+44 20 3583 1908,https://1947restaurant.co.uk/,amenity: restaurant,"Middlesex Street 38, London",E1 7EX,London,Whitechapel,17,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
BiFe,info@bife.co.uk,general,+44 20 7650 7948,https://bife.co.uk/,amenity: restaurant,"Middlesex Street 40-42, London",E1 7EX,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Rockerfella Barbers,info@rockerfellabarbers.com,general,+44 20 7377 6076,https://www.rockerfellabarbers.com/,shop: hairdresser,"Middlesex Street 44, London",E1 7EX,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Bell,info@thebellpub.co.uk,openstreetmap_tag,+44 20 7247 3459,https://www.thebellpub.co.uk/,amenity: pub,"Middlesex Street 50, London",E1 7EX,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Star by Liverpool Street,info@starbyliverpoolstreet.co.uk,general,+44 20 8161 0890,https://starbyliverpoolstreet.co.uk/,amenity: pub,"Middlesex Street 94-98, London",E1 7EZ,London,Whitechapel,20,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Discount Suit Company,contact@discountsuitcompany.co.uk,general,+44 20 7247 8755,https://discountsuitcompany.co.uk/,amenity: bar,"Bell Lane 1A, London",E1 7LA,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Duke of Wellington,hello@duke.london,general,,https://www.duke.london/,amenity: pub,"Toynbee Street 12-14, London",E1 7NE,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Potter & Reid,hello@potterandreid.com,general,,https://www.potterandreid.com/,amenity: cafe,"Toynbee Street 20-22, London",E1 7NE,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Gunpowder,hello@gunpowderlondon.com,openstreetmap_tag,+44 20 7426 0542,http://gunpowderlondon.com/,amenity: restaurant,"White's Row 11, London",E1 7NF,London,Whitechapel,18,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
WeCovr,hello@wecovr.com,general,+44 20 7187 3077,https://wecovr.com/,finance,"45 Old Castle St, London E1 7NY, UK",E1 7NY,London,Whitechapel,17,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Department of Coffee and Social Affairs,shop@departmentofcoffee.com,person_or_other,,https://departmentofcoffee.com,amenity: cafe,"Whitechapel High Street 133, London",E1 7QA,London,Whitechapel,15,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Rare: Consulting,hello@rare.consulting,general,+44 20 7859 4627,http://www.rare.consulting/,service,"TOG, 133 Whitechapel High St, London E1 7QA, UK",E1 7QA,London,Whitechapel,15,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
SUSHINOEN,info@sushinoen.com,openstreetmap_tag,+44 20 3645 6734,https://www.sushinoen.com/,amenity: restaurant,"White Church Lane 2, London",E1 7QR,London,Whitechapel,11,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Gate,hello@thegate-london.com,openstreetmap_tag,+44 20 8619 1178,https://www.thegate-london.com/,tourism: apartment,"White Church Lane 41, London",E1 7QR,London,Whitechapel,11,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Whitechapel Gallery,info@whitechapelgallery.org,openstreetmap_tag,+44 20 7522 7888,https://www.whitechapelgallery.org/,tourism: gallery,"Whitechapel High Street 77-82, London",E1 7QX,London,Whitechapel,12,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Whitechapel Gallery Cafe,refectory@whitechapelgallery.org,openstreetmap_tag,+44 20 7522 7896,https://www.whitechapelgallery.org/eat-and-drink-the-whitechapel-refectory/,amenity: cafe,"Whitechapel High Street 77-82, London",E1 7QX,London,Whitechapel,12,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Dulce,info@dulcecoffeeandkitchen.com,openstreetmap_tag,+44 20 7375 1636,https://www.dulcecoffeeandkitchen.com/,amenity: cafe,"Whitechapel High Street 86, London",E1 7QX,London,Whitechapel,13,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Freedom Bookshop,shop@freedompress.org.uk,openstreetmap_tag,,http://www.freedompress.org.uk/,shop: books,"Whitechapel High Street 85a, London",E1 7QX,London,Whitechapel,13,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Roastery Club,contact@roasteryclub.co.uk,openstreetmap_tag,+44 20 3302 3710,https://roasteryclub.co.uk/,amenity: cafe,"New Drum Street 2, London",E1 7RA,London,Whitechapel,13,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
London College of Marketing and Technology,info@lcmt.co.uk,general,,https://lcmt.co.uk/about-us,amenity: college,"Whitechapel High Street 102-105, London",E1 7RA,London,Whitechapel,14,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Mulberry Canon Barnett Primary Academy,admin@mulberrycanonbarnett.org,general,+44 20 7247 9023,https://www.mulberrycanonbarnett.org/,amenity: school,"Gunthorpe Street, London",E1 7RQ,London,Whitechapel,14,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Dauns Cafe,info@dauns.co.uk,general,+44 7481 535768,https://dauns.co.uk/,amenity: cafe,"Wentworth Street 77, London",E1 7TD,London,Whitechapel,16,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Happy Days,happydaysfishandchips@gmail.com,freemail,+44 20 7377 9815,https://happydays-restaurant.co.uk/,amenity: fast food,"Goulston Street 44/46, London",E1 7TP,London,Whitechapel,17,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Portsoken Community Centre,portsokencommunitycentre@cityoflondon.gov.uk,openstreetmap_tag,+44 7955 311966,https://www.cityoflondon.gov.uk/services/housing/resident-involvement/portsoken-community-centre-4,amenity: community centre,"Little Somerset Street 20, London",E1 8AH,London,Whitechapel,17,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Ackroyd Legal,info.sa@ackroydlegal.com,person_or_other,+44 20 3058 3365,http://www.ackroydlegal.com/,lawyer,"16 Prescot St, London E1 8AZ, UK",E1 8AZ,London,Whitechapel,13,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Hutchins Law,info@hutchinslaw.co.uk,general,+44 20 8986 3911,http://hutchinslaw.co.uk/,lawyer,"16 Prescot St, London E1 8AZ, UK",E1 8AZ,London,Whitechapel,13,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
